url,status_code,title_tag,big_data,business_intelligence,data_mining,deep_learning,forecast,machine_learning,personalization,predictive_modeling,quantitative
https://simplystatistics.org/2013/08/05/simply-statistics-jsm2013-picks-for-monday/,200,Simply Statistics #JSM2013 Picks for Monday · Simply Statistics,1,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/09/20/every-professor-is-a-startup/,200,Every professor is a startup · Simply Statistics,0,0,0,0,0,1,0,0,0
https://simplystatistics.org/2018/07/12/use-r-keynote-2018/,200,Teaching R to New Users - From tapply to the Tidyverse · Simply Statistics,0,0,0,0,0,0,0,0,1
https://simplystatistics.org/post/2019-02-21-dynamite-plots-must-die_files/figure-html/points-and-boxplot-1.png,200,,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2011/10/22/graduate-student-data-analysis-inspired-by-a/,200,Graduate student data analysis inspired by a high-school teacher · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/07/30/why-im-staying-in-academia/,200,Why I'm Staying in Academia · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2013/08/23/if-you-are-near-dcbaltimore-come-see-jeff-talk-about-coursera/,200,"If you are near DC/Baltimore, come see Jeff talk about Coursera · Simply Statistics",0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/02/22/air-pollution-linked-to-heart-and-brain-risks/,200,Air Pollution Linked to Heart and Brain Risks · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/07/02/meet-the-skeptics-why-some-doubt-biomedical-models/,200,Meet the Skeptics: Why Some Doubt Biomedical Models - and What it Takes to Win Them Over · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2015/06/01/interview-with-chris-wiggins-chief-data-scientist-at-the-new-york-times/,200,"Interview with Chris Wiggins, chief data scientist at the New York Times · Simply Statistics",0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/02/16/i-b-m-big-data-bigger-patterns/,200,"I.B.M.: Big Data, Bigger Patterns · Simply Statistics",3,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/12/30/sunday-datastatistics-link-roundup-123012/,200,Sunday data/statistics link roundup (12/30/12) · Simply Statistics,1,0,0,0,0,0,0,0,0
https://simplystatistics.org/2018/06/04/trustworthy-data-analysis/,200,Trustworthy Data Analysis · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2015/03/02/advanced-statistics-for-the-life-sciences-mooc-launches-today/,200,Advanced Statistics for the Life Sciences MOOC Launches Today · Simply Statistics,1,0,0,0,0,1,0,0,0
https://simplystatistics.org/2016/07/11/tuesday-update/,200,Tuesday update · Simply Statistics,0,0,0,0,2,0,0,0,0
https://simplystatistics.org/2011/11/27/apple-this-is-ridiculous-you-gotta-upgrade-to/,200,Apple this is ridiculous - you gotta upgrade to upgrade!? · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2017/11/21/rr-sress/,200,A few things that would reduce stress around reproducibility/replicability in science · Simply Statistics,0,0,0,0,0,1,0,0,0
https://simplystatistics.org/2016/04/05/corporations-academia/,200,"Companies are Countries, Academia is Europe · Simply Statistics",0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2013/07/21/sunday-datastatistics-link-roundup-7212013/,200,Sunday data/statistics link roundup (7/21/2013) · Simply Statistics,0,0,0,0,0,0,0,0,2
https://simplystatistics.org/2015/01/26/reproducible-research-course-companion/,200,Reproducible Research Course Companion · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2015/08/20/if-you-ask-different-quetions-you-get-different-asnwers-one-more-way-science-isnt-broken-it-is-just-really-hard/,200,If you ask different questions you get different answers - one more way science isn't broken it is just really hard · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2014/09/09/a-non-comprehensive-list-of-awesome-female-data-people-on-twitter/,200,A non-comprehensive list of awesome female data people on Twitter · Simply Statistics,0,0,0,0,0,1,0,0,1
https://simplystatistics.org/2013/10/22/blog-posts-that-impact-real-science-software-review-and-gtex/,200,Blog posts that impact real science - software review and GTEX · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2011/12/19/on-hard-and-soft-money/,200,On Hard and Soft Money · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2015/06/24/how-public-relations-and-the-media-are-distorting-science/,200,How public relations and the media are distorting science · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2014/10/20/thinking-like-a-statistician-dont-judge-a-society-by-its-internet-comments/,200,Thinking like a statistician: don't judge a society by its internet comments · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/10/21/sunday-data-statistics-link-roundup-10-21-12/,200,Sunday Data/Statistics Link Roundup (10/21/12) · Simply Statistics,2,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/06/27/follow-up-on-statistics-and-the-science-club/,200,"Follow up on ""Statistics and the Science Club"" · Simply Statistics",1,0,0,0,0,0,0,0,1
https://simplystatistics.org/2012/05/27/sunday-data-statistics-link-roundup-5-27/,200,Sunday data/statistics link roundup (5/27) · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2013/07/17/name-5-statisticians-now-name-5-young-statisticians/,200,"Name 5 statisticians, now name 5 young statisticians · Simply Statistics",0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2013/09/23/the-limiting-reagent-for-big-data-is-often-small-well-curated-data/,200,"The limiting reagent for big data is often small, well-curated data · Simply Statistics",3,0,0,0,0,0,0,0,0
https://simplystatistics.org/2013/01/24/why-i-disagree-with-andrew-gelmans-critique-of-my-paper-about-the-rate-of-false-discoveries-in-the-medical-literature/,200,Why I disagree with Andrew Gelman's critique of my paper about the rate of false discoveries in the medical literature · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2016/05/11/palantir-struggles/,200,The Real Lesson for Data Science That is Demonstrated by Palantir's Struggles · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/02/03/why-dont-we-hear-more-about-adrian-dantley-on-espn/,200,Why don't we hear more about Adrian Dantley on ESPN? This graph makes me think he was as good an offensive player as Michael Jordan. · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2014/06/30/piketty-in-r-markdown-we-need-some-help-from-the-crowd/,200,Piketty in R markdown - we need some help from the crowd · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/10/08/why-we-should-continue-publishing-peer-reviewed-papers/,200,Why we should continue publishing peer-reviewed papers · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2018/08/15/the-law-and-order-of-data-science/,200,The Law and Order of Data Science · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2015/12/18/not-so-standard-deviations-episode-6-google-is-the-new-fisher/,200,Not So Standard Deviations: Episode 6 - Google is the New Fisher · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2017/08/28/simple-queue-package-for-r/,200,Simple Queue Package for R · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2015/11/24/20-years-of-data-science-and-data-driven-discovery-from-music-to-genomics/,200,20 years of Data Science: from Music to Genomics · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/08/25/judge-rules-poker-is-a-game-of-skill-not-luck/,200,"Judge Rules Poker Is A Game Of Skill, Not Luck · Simply Statistics",0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/05/31/writing-software-for-someone-else/,200,Writing software for someone else · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2013/12/15/sunday-datastatistics-link-roundup-121513/,200,Sunday data/statistics link roundup (12/15/13) · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/11/15/reproducible-research-with-us-or-against-us-3/,200,Reproducible Research: With Us or Against Us? · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/04/24/on-the-future-of-personalized-medicine/,200,On the future of personalized medicine · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2017/12/20/a-non-comprehensive-list-of-awesome-things-other-people-did-in-2017/,200,A non-comprehensive list of awesome things other people did in 2017 · Simply Statistics,0,0,0,2,0,2,0,0,0
https://simplystatistics.org/2018/09/28/the-complex-process-of-obtaining-puerto-rico-mortality-data-a-timeline/,200,The complex process of obtaining Puerto Rico mortality data: a timeline · Simply Statistics,0,0,0,0,0,0,0,0,1
https://simplystatistics.org/2012/07/11/how-does-the-film-industry-actually-make-money/,200,How Does the Film Industry Actually Make Money? · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2017/12/20/thoughts-on-david-donoho-s-fifty-years-of-data-science/,200,"Thoughts on David Donoho’s ""Fifty Years of Data Science"" · Simply Statistics",0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2017/11/20/follow-up-on-reasoning-about-data/,200,Follow Up on Reasoning About Data · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2014/09/15/applied-statisticians-people-want-to-learn-what-we-do-lets-teach-them/,200,Applied Statisticians: people want to learn what we do. Let's teach them. · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2013/07/19/defending-clinical-trials/,200,Defending clinical trials · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/09/03/online-universities-blossom-in-asia/,200,Online universities blossom in Asia · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2013/03/13/heres-my-enar2013-wednesday-schedule/,200,Here's my #ENAR2013 Wednesday schedule · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2015/03/17/data-science-done-well-looks-easy-and-that-is-a-big-problem-for-data-scientists/,200,Data science done well looks easy - and that is a big problem for data scientists · Simply Statistics,1,0,0,0,1,2,0,0,1
https://simplystatistics.org/2012/11/04/sunday-data-statistics-link-roundup-11-4-12/,200,Sunday Data/Statistics Link Roundup (11/4/12) · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/12/24/make-a-christmas-tree-in-r-with-random-ornamentspresents/,200,Make a Christmas Tree in R with random ornaments/presents · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2015/03/19/a-surprisingly-tricky-issue-when-using-genomic-signatures-for-personalized-medicine/,200,A surprisingly tricky issue when using genomic signatures for personalized medicine · Simply Statistics,0,0,0,0,0,1,0,0,0
https://simplystatistics.org/2011/12/03/new-s-e-c-tactics-yield-actions-against-hedge-funds/,200,New S.E.C. Tactics Yield Actions Against Hedge Funds · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2014/02/19/why-do-we-love-r-so-much/,200,Why do we love R so much? · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/02/11/data-says-jeremy-lin-is-for-real/,200,Data says Jeremy Lin is for real · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2014/05/07/why-big-data-is-in-trouble-they-forgot-about-applied-statistics/,200,Why big data is in trouble: they forgot about applied statistics · Simply Statistics,24,0,0,0,0,6,0,0,0
https://simplystatistics.org/2012/07/18/a-closer-look-at-data-suggests-johns-hopkins-is-still/,200,A closer look at data suggests Johns Hopkins is still the #1 US hospital · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/06/24/sunday-data-statistics-link-roundup-6-24/,200,Sunday data/statistics link roundup (6/24) · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2011/10/14/interview-with-daniela-witten/,200,Interview With Daniela Witten · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/11/21/developing-the-new-york-times-visual-election-outcome-explorer/,200,Developing the New York Times Visual Election Outcome Explorer · Simply Statistics,0,0,0,0,0,0,0,0,1
https://simplystatistics.org/2017/06/13/the-future-of-education-is-plain-text/,200,The future of education is plain text · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2012/01/17/figshare-and-dont-trust-celebrities-stating-facts/,200,figshare and don't trust celebrities stating facts · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/post/2019-02-21-dynamite-plots-must-die_files/figure-html/just-points-1.png,200,,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2011/11/23/an-r-function-to-analyze-your-google-scholar-citations/,200,An R function to analyze your Google Scholar Citations page · Simply Statistics,0,0,0,0,0,0,0,0,0
https://simplystatistics.org/2013/10/08/the-care-and-feeding-of-the-biostatistician/,200,The Care and Feeding of the Biostatistician · Simply Statistics,0,0,0,0,0,0,0,0,3
https://simplystatistics.org/2011/11/20/ozone-rules/,200,Ozone rules · Simply Statistics,0,0,0,0,0,0,0,0,0
